field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L2_BTC_ETH_beta_residual_return,1,-1.0,3,True,0.7446772813697266,0.00084260255916542,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010250904791032757,-3.867654686796005,-3.867654686796005,-3.867654686796005,0.40333796940194716,719,-0.00035352304117601037,-2.050822695000313,-2.050822695000313,-2.050822695000313,0.41863699582753827,719,-0.0006733620831118779,-3.3953936859146223,-3.3953936859146223,-3.3953936859146223,0.38386648122392214,719,-0.0008745342234595602,-2.3502078868281644,-2.3502078868281644,-2.3502078868281644,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8400746591294805,0.0007834855702813906,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010897578168917205,-4.1377995322155625,-4.1377995322155625,-4.1377995322155625,0.3894297635605007,719,-0.0003154907740505583,-1.7537791847987079,-1.7537791847987079,-1.7537791847987079,0.4200278164116829,719,-0.0007451828635070832,-3.727809922431488,-3.727809922431488,-3.727809922431488,0.39360222531293465,719,-0.0008339726321266415,-2.1193857346587506,-2.1193857346587506,-2.1193857346587506,0.4089012517385257,88.87638888888888,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L6_downside_avoidance,1,-1.0,3,True,0.20454701261619723,0.0012726060455516739,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.001278576827710267,-8.040276007613544,-8.040276007613544,-8.040276007613544,0.3045897079276773,719,-0.000515401227198386,-5.161565243705384,-5.161565243705384,-5.161565243705384,0.3477051460361613,719,-0.0008525113431597785,-6.919177126521181,-6.919177126521181,-6.919177126521181,0.33240611961057026,719,-0.0017693307302668014,-8.531783969576535,-8.531783969576535,-8.531783969576535,0.32684283727399166,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L6_downside_avoidance,4,-1.0,3,True,0.24911194134859582,0.0016402030442426588,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,716,-0.0017900846313939104,-6.452194617537165,-3.337742169950665,-3.567664963731978,0.35335195530726254,716,-0.0009153241346267636,-4.9744218260450594,-2.694237625211308,-2.8913050478559725,0.3770949720670391,716,-0.001466446425264183,-6.504677858611283,-3.2396633741480936,-3.6733824757948224,0.34217877094972066,716,-0.002271280095390431,-6.651523071542425,-3.4478626766698044,-4.748974633026227,0.35195530726256985,95.46666666666667,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L2_BTC_ETH_beta_residual_return,1,-1.0,3,True,0.7446772813697266,0.00084260255916542,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010250904791032757,-3.867654686796005,-3.867654686796005,-3.867654686796005,0.40333796940194716,719,-0.00035352304117601037,-2.050822695000313,-2.050822695000313,-2.050822695000313,0.41863699582753827,719,-0.0006733620831118779,-3.3953936859146223,-3.3953936859146223,-3.3953936859146223,0.38386648122392214,719,-0.0008745342234595602,-2.3502078868281644,-2.3502078868281644,-2.3502078868281644,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8400746591294805,0.0007834855702813906,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010897578168917205,-4.1377995322155625,-4.1377995322155625,-4.1377995322155625,0.3894297635605007,719,-0.0003154907740505583,-1.7537791847987079,-1.7537791847987079,-1.7537791847987079,0.4200278164116829,719,-0.0007451828635070832,-3.727809922431488,-3.727809922431488,-3.727809922431488,0.39360222531293465,719,-0.0008339726321266415,-2.1193857346587506,-2.1193857346587506,-2.1193857346587506,0.4089012517385257,88.87638888888888,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L6_downside_avoidance,1,-1.0,3,True,0.20454701261619723,0.0012726060455516739,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.001278576827710267,-8.040276007613544,-8.040276007613544,-8.040276007613544,0.3045897079276773,719,-0.000515401227198386,-5.161565243705384,-5.161565243705384,-5.161565243705384,0.3477051460361613,719,-0.0008525113431597785,-6.919177126521181,-6.919177126521181,-6.919177126521181,0.33240611961057026,719,-0.0017693307302668014,-8.531783969576535,-8.531783969576535,-8.531783969576535,0.32684283727399166,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L6_downside_avoidance,4,-1.0,3,True,0.24911194134859582,0.0016402030442426588,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,716,-0.0017900846313939104,-6.452194617537165,-3.337742169950665,-3.567664963731978,0.35335195530726254,716,-0.0009153241346267636,-4.9744218260450594,-2.694237625211308,-2.8913050478559725,0.3770949720670391,716,-0.001466446425264183,-6.504677858611283,-3.2396633741480936,-3.6733824757948224,0.34217877094972066,716,-0.002271280095390431,-6.651523071542425,-3.4478626766698044,-4.748974633026227,0.35195530726256985,95.46666666666667,
realized_vol_24h,volatility,trade_ohlcv,derived_rolling,level,L6_downside_avoidance,24,-1.0,3,True,0.8177616525726132,0.02376509410557604,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,696,-0.01567067500403063,-28.180886332716806,-5.6233646830589565,-8.253652009364268,0.09770114942528736,696,-0.012228126373557817,-23.37887770484827,-5.026862698815165,-5.395736899142107,0.06465517241379311,696,-0.010802315934765683,-25.42866286530149,-5.064050243261809,-6.5348917046709945,0.14511494252873564,696,-0.024142153360673834,-29.388060555060406,-5.8936909764346215,-7.516794768032237,0.05890804597701149,92.8,
realized_vol_24h,volatility,trade_ohlcv,derived_rolling,cs_rank,L6_downside_avoidance,24,-1.0,3,True,0.8177616525726132,0.02376509410557604,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,696,-0.01567067500403063,-28.180886332716806,-5.6233646830589565,-8.253652009364268,0.09770114942528736,696,-0.012228126373557817,-23.37887770484827,-5.026862698815165,-5.395736899142107,0.06465517241379311,696,-0.010802315934765683,-25.42866286530149,-5.064050243261809,-6.5348917046709945,0.14511494252873564,696,-0.024142153360673834,-29.388060555060406,-5.8936909764346215,-7.516794768032237,0.05890804597701149,92.8,
