candidate_id,horizon_h,neutralization_mode,l7_recent_spread,l7_control_ratio,l7_min_nonoverlap_tstat,l7_decision,l7_warnings,translation_status,translated_label,translated_control_ratio,translated_recent_spread,translated_neutralization_mode,translated_blockers,translated_warnings
a7ab3_6eb23cd8ce4aeef1,1,global_rank,0.0176457392613175,0.3249493085457817,5.372665842920694,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,positive_but_blocked,L0_raw_forward_return,9.325519468496728,0.0002084768402488,global_rank,control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,1,liquidity_tier_neutral,0.0085690158941504,0.4715103586983306,4.033668130459165,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,13.663046443650742,5.767451682009721e-05,liquidity_tier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,1,meme_multiplier_neutral,0.0106533187982846,0.4751553432701971,4.456569081283467,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,12.2962345123998,8.666762254523085e-05,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,4,global_rank,0.0312988557925101,0.8118180509017221,2.872288037987429,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label,positive_but_blocked,L0_raw_forward_return,2.093967233688603,0.0004072653832791,global_rank,nonoverlap_tstat_not_positive;control_ratio_ge_1,none
a7ab3_6eb23cd8ce4aeef1,4,liquidity_tier_neutral,0.0168432668862721,0.8133485734835847,3.2668009030463114,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode,positive_but_blocked,L1_cross_sectional_relative_return,3.266027976208349,0.0001109939549682,liquidity_tier_neutral,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_6eb23cd8ce4aeef1,4,meme_multiplier_neutral,0.0184763692121107,0.7381851692170895,3.0912550736967845,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,3.567096581283092,0.0001527935501772,meme_multiplier_neutral,nonoverlap_tstat_not_positive;control_ratio_ge_1,neutralized_mode
a7ab3_165c7d8966b27a17,1,liquidity_tier_neutral,0.0079065389283787,0.8738155057524978,3.805077389800499,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,42.35556223839032,5.864311175428512e-05,liquidity_tier_neutral,control_ratio_ge_1;one_bar_lag_fail,neutralized_mode
a7ab3_165c7d8966b27a17,4,global_rank,0.028574420974347,0.3243992729940968,3.614895645038609,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,positive_but_blocked,L1_cross_sectional_relative_return,27.0662038609678,0.0002718055960437,global_rank,control_ratio_ge_1,none
a7ab3_165c7d8966b27a17,4,liquidity_tier_neutral,0.0133765972705146,0.4349943622939021,3.5826382959322927,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,no_raw_or_relative_translation,,,,,,
a7ab3_165c7d8966b27a17,4,meme_multiplier_neutral,0.0186258033579681,0.4370138560556377,3.8554429877169474,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,no_raw_or_relative_translation,,,,,,
a7ab3_04daf24ce962db97,1,global_rank,0.0147867786861903,0.603110571917048,4.709202152986838,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,no_raw_or_relative_translation,,,,,,
a7ab3_04daf24ce962db97,1,liquidity_tier_neutral,0.0080251864693686,0.7048565237561226,4.137122305785726,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,4.690327227821176,5.505467598357459e-05,liquidity_tier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_04daf24ce962db97,1,meme_multiplier_neutral,0.0103287734477691,0.6890582683146499,3.9908718885047145,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,10.325559376641838,6.727723293663576e-05,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_04daf24ce962db97,4,global_rank,0.0275377495508808,0.8637078144431266,4.182292282930786,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label,no_raw_or_relative_translation,,,,,,
a7ab3_04daf24ce962db97,4,liquidity_tier_neutral,0.0148462633871959,0.8583664728484254,3.415602658914066,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,3.0864879515848647,0.0001349575998162,liquidity_tier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_04daf24ce962db97,4,meme_multiplier_neutral,0.0181112431517142,0.8548479968865498,3.248728319900067,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode,positive_but_blocked,L1_cross_sectional_relative_return,5.580058994160981,0.0002462937680539,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_0bc78809db3a1428,1,global_rank,0.0163875863532862,0.3477752101149561,4.924069791768033,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,positive_but_blocked,L0_raw_forward_return,11.97499218681696,0.0001480217689766,global_rank,control_ratio_ge_1,none
a7ab3_0bc78809db3a1428,1,liquidity_tier_neutral,0.0082664922210311,0.4316554787029706,3.964834484207834,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,9.50390274877804,5.860665098900144e-05,liquidity_tier_neutral,control_ratio_ge_1;one_bar_lag_fail,neutralized_mode
a7ab3_0bc78809db3a1428,1,meme_multiplier_neutral,0.0098648685526852,0.5247765659263113,4.180662994337431,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,8.32692433797188,7.34952871530565e-05,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_0bc78809db3a1428,4,global_rank,0.028454615624839,0.6237531972248406,3.68086578614385,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,positive_but_blocked,L0_raw_forward_return,3.1993395616434617,0.0002629087884693,global_rank,control_ratio_ge_1,none
a7ab3_0bc78809db3a1428,4,liquidity_tier_neutral,0.0151422914217682,0.672030117043865,3.878989569253421,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,4.992382064268521,9.742094727071804e-05,liquidity_tier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_0bc78809db3a1428,4,meme_multiplier_neutral,0.0188837769982819,0.7490311225439591,3.7263566610152368,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,3.268798410086407,0.0001604163261339,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_4092255ee6888704,1,meme_multiplier_neutral,0.0145324296838877,0.8730886284094697,6.340236660427417,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode,positive_but_blocked,L0_raw_forward_return,19.22792018248846,0.0001223683514996,meme_multiplier_neutral,control_ratio_ge_1,neutralized_mode
a7ab3_4092255ee6888704,4,global_rank,0.0358817625431411,0.6716994597085293,4.624964713352826,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,ranked_return_label,positive_but_blocked,L0_raw_forward_return,81.09937237016887,0.0010027223032393,global_rank,control_ratio_ge_1,none
